audio_path,fig_path
D:\datasets\flickr_soundnet\Data\5\16054089632.wav,D:\datasets\flickr_soundnet\Data\5\16054089632.jpg
D:\datasets\flickr_soundnet\Data\5\16158175990.wav,D:\datasets\flickr_soundnet\Data\5\16158175990.jpg
D:\datasets\flickr_soundnet\Data\5\16162831946.wav,D:\datasets\flickr_soundnet\Data\5\16162831946.jpg
D:\datasets\flickr_soundnet\Data\5\16197220202.wav,D:\datasets\flickr_soundnet\Data\5\16197220202.jpg
D:\datasets\flickr_soundnet\Data\5\16202322064.wav,D:\datasets\flickr_soundnet\Data\5\16202322064.jpg
D:\datasets\flickr_soundnet\Data\5\16247705276.wav,D:\datasets\flickr_soundnet\Data\5\16247705276.jpg
D:\datasets\flickr_soundnet\Data\5\16437161246.wav,D:\datasets\flickr_soundnet\Data\5\16437161246.jpg
D:\datasets\flickr_soundnet\Data\5\16504246821.wav,D:\datasets\flickr_soundnet\Data\5\16504246821.jpg
D:\datasets\flickr_soundnet\Data\5\16538377541.wav,D:\datasets\flickr_soundnet\Data\5\16538377541.jpg
D:\datasets\flickr_soundnet\Data\5\16553499093.wav,D:\datasets\flickr_soundnet\Data\5\16553499093.jpg
D:\datasets\flickr_soundnet\Data\5\16579151711.wav,D:\datasets\flickr_soundnet\Data\5\16579151711.jpg
D:\datasets\flickr_soundnet\Data\5\16671417283.wav,D:\datasets\flickr_soundnet\Data\5\16671417283.jpg
D:\datasets\flickr_soundnet\Data\5\16748932559.wav,D:\datasets\flickr_soundnet\Data\5\16748932559.jpg
D:\datasets\flickr_soundnet\Data\5\16754769376.wav,D:\datasets\flickr_soundnet\Data\5\16754769376.jpg
D:\datasets\flickr_soundnet\Data\5\16936363069.wav,D:\datasets\flickr_soundnet\Data\5\16936363069.jpg
D:\datasets\flickr_soundnet\Data\5\16987332315.wav,D:\datasets\flickr_soundnet\Data\5\16987332315.jpg
D:\datasets\flickr_soundnet\Data\5\16997457108.wav,D:\datasets\flickr_soundnet\Data\5\16997457108.jpg
D:\datasets\flickr_soundnet\Data\5\17074537749.wav,D:\datasets\flickr_soundnet\Data\5\17074537749.jpg
D:\datasets\flickr_soundnet\Data\5\17080986733.wav,D:\datasets\flickr_soundnet\Data\5\17080986733.jpg
D:\datasets\flickr_soundnet\Data\5\17114675948.wav,D:\datasets\flickr_soundnet\Data\5\17114675948.jpg
D:\datasets\flickr_soundnet\Data\5\17133892648.wav,D:\datasets\flickr_soundnet\Data\5\17133892648.jpg
D:\datasets\flickr_soundnet\Data\5\17175787052.wav,D:\datasets\flickr_soundnet\Data\5\17175787052.jpg
D:\datasets\flickr_soundnet\Data\5\17203852715.wav,D:\datasets\flickr_soundnet\Data\5\17203852715.jpg
D:\datasets\flickr_soundnet\Data\5\17243335662.wav,D:\datasets\flickr_soundnet\Data\5\17243335662.jpg
D:\datasets\flickr_soundnet\Data\5\17316364540.wav,D:\datasets\flickr_soundnet\Data\5\17316364540.jpg
D:\datasets\flickr_soundnet\Data\5\17836896944.wav,D:\datasets\flickr_soundnet\Data\5\17836896944.jpg
D:\datasets\flickr_soundnet\Data\5\18044391115.wav,D:\datasets\flickr_soundnet\Data\5\18044391115.jpg
D:\datasets\flickr_soundnet\Data\5\18670436870.wav,D:\datasets\flickr_soundnet\Data\5\18670436870.jpg
D:\datasets\flickr_soundnet\Data\5\18909805811.wav,D:\datasets\flickr_soundnet\Data\5\18909805811.jpg
D:\datasets\flickr_soundnet\Data\5\19544811199.wav,D:\datasets\flickr_soundnet\Data\5\19544811199.jpg
D:\datasets\flickr_soundnet\Data\5\19563805203.wav,D:\datasets\flickr_soundnet\Data\5\19563805203.jpg
D:\datasets\flickr_soundnet\Data\5\19830314985.wav,D:\datasets\flickr_soundnet\Data\5\19830314985.jpg
D:\datasets\flickr_soundnet\Data\5\20031271783.wav,D:\datasets\flickr_soundnet\Data\5\20031271783.jpg
D:\datasets\flickr_soundnet\Data\5\20061291069.wav,D:\datasets\flickr_soundnet\Data\5\20061291069.jpg
D:\datasets\flickr_soundnet\Data\5\20315174620.wav,D:\datasets\flickr_soundnet\Data\5\20315174620.jpg
D:\datasets\flickr_soundnet\Data\5\20530315079.wav,D:\datasets\flickr_soundnet\Data\5\20530315079.jpg
D:\datasets\flickr_soundnet\Data\5\20743422979.wav,D:\datasets\flickr_soundnet\Data\5\20743422979.jpg
D:\datasets\flickr_soundnet\Data\5\21042358344.wav,D:\datasets\flickr_soundnet\Data\5\21042358344.jpg
D:\datasets\flickr_soundnet\Data\5\21046738184.wav,D:\datasets\flickr_soundnet\Data\5\21046738184.jpg
D:\datasets\flickr_soundnet\Data\5\21197331313.wav,D:\datasets\flickr_soundnet\Data\5\21197331313.jpg
D:\datasets\flickr_soundnet\Data\5\21266180913.wav,D:\datasets\flickr_soundnet\Data\5\21266180913.jpg
D:\datasets\flickr_soundnet\Data\5\21373007056.wav,D:\datasets\flickr_soundnet\Data\5\21373007056.jpg
D:\datasets\flickr_soundnet\Data\5\21373241375.wav,D:\datasets\flickr_soundnet\Data\5\21373241375.jpg
D:\datasets\flickr_soundnet\Data\5\21560224019.wav,D:\datasets\flickr_soundnet\Data\5\21560224019.jpg
D:\datasets\flickr_soundnet\Data\5\21836116108.wav,D:\datasets\flickr_soundnet\Data\5\21836116108.jpg
D:\datasets\flickr_soundnet\Data\5\22218503169.wav,D:\datasets\flickr_soundnet\Data\5\22218503169.jpg
D:\datasets\flickr_soundnet\Data\5\22553661274.wav,D:\datasets\flickr_soundnet\Data\5\22553661274.jpg
D:\datasets\flickr_soundnet\Data\5\22707215181.wav,D:\datasets\flickr_soundnet\Data\5\22707215181.jpg
D:\datasets\flickr_soundnet\Data\5\22960173263.wav,D:\datasets\flickr_soundnet\Data\5\22960173263.jpg
D:\datasets\flickr_soundnet\Data\5\22968292372.wav,D:\datasets\flickr_soundnet\Data\5\22968292372.jpg
D:\datasets\flickr_soundnet\Data\5\23149807599.wav,D:\datasets\flickr_soundnet\Data\5\23149807599.jpg
D:\datasets\flickr_soundnet\Data\5\23230548886.wav,D:\datasets\flickr_soundnet\Data\5\23230548886.jpg
D:\datasets\flickr_soundnet\Data\5\23292519520.wav,D:\datasets\flickr_soundnet\Data\5\23292519520.jpg
D:\datasets\flickr_soundnet\Data\5\23309878630.wav,D:\datasets\flickr_soundnet\Data\5\23309878630.jpg
D:\datasets\flickr_soundnet\Data\5\23316709566.wav,D:\datasets\flickr_soundnet\Data\5\23316709566.jpg
D:\datasets\flickr_soundnet\Data\5\23692441544.wav,D:\datasets\flickr_soundnet\Data\5\23692441544.jpg
D:\datasets\flickr_soundnet\Data\5\23832591686.wav,D:\datasets\flickr_soundnet\Data\5\23832591686.jpg
D:\datasets\flickr_soundnet\Data\5\23902588615.wav,D:\datasets\flickr_soundnet\Data\5\23902588615.jpg
D:\datasets\flickr_soundnet\Data\5\23938584669.wav,D:\datasets\flickr_soundnet\Data\5\23938584669.jpg
D:\datasets\flickr_soundnet\Data\5\23944790272.wav,D:\datasets\flickr_soundnet\Data\5\23944790272.jpg
D:\datasets\flickr_soundnet\Data\5\23970301191.wav,D:\datasets\flickr_soundnet\Data\5\23970301191.jpg
D:\datasets\flickr_soundnet\Data\5\23974763651.wav,D:\datasets\flickr_soundnet\Data\5\23974763651.jpg
D:\datasets\flickr_soundnet\Data\5\2400420592.wav,D:\datasets\flickr_soundnet\Data\5\2400420592.jpg
D:\datasets\flickr_soundnet\Data\5\2401925099.wav,D:\datasets\flickr_soundnet\Data\5\2401925099.jpg
D:\datasets\flickr_soundnet\Data\5\2413328289.wav,D:\datasets\flickr_soundnet\Data\5\2413328289.jpg
D:\datasets\flickr_soundnet\Data\5\2413425467.wav,D:\datasets\flickr_soundnet\Data\5\2413425467.jpg
D:\datasets\flickr_soundnet\Data\5\2421186422.wav,D:\datasets\flickr_soundnet\Data\5\2421186422.jpg
D:\datasets\flickr_soundnet\Data\5\24395240034.wav,D:\datasets\flickr_soundnet\Data\5\24395240034.jpg
D:\datasets\flickr_soundnet\Data\5\2446646929.wav,D:\datasets\flickr_soundnet\Data\5\2446646929.jpg
D:\datasets\flickr_soundnet\Data\5\24592665151.wav,D:\datasets\flickr_soundnet\Data\5\24592665151.jpg
D:\datasets\flickr_soundnet\Data\5\24661883971.wav,D:\datasets\flickr_soundnet\Data\5\24661883971.jpg
D:\datasets\flickr_soundnet\Data\5\2472334254.wav,D:\datasets\flickr_soundnet\Data\5\2472334254.jpg
D:\datasets\flickr_soundnet\Data\5\2476441427.wav,D:\datasets\flickr_soundnet\Data\5\2476441427.jpg
D:\datasets\flickr_soundnet\Data\5\24860852904.wav,D:\datasets\flickr_soundnet\Data\5\24860852904.jpg
D:\datasets\flickr_soundnet\Data\5\24902490634.wav,D:\datasets\flickr_soundnet\Data\5\24902490634.jpg
D:\datasets\flickr_soundnet\Data\5\2490364409.wav,D:\datasets\flickr_soundnet\Data\5\2490364409.jpg
D:\datasets\flickr_soundnet\Data\5\2500714338.wav,D:\datasets\flickr_soundnet\Data\5\2500714338.jpg
D:\datasets\flickr_soundnet\Data\5\2510405080.wav,D:\datasets\flickr_soundnet\Data\5\2510405080.jpg
D:\datasets\flickr_soundnet\Data\5\2511957680.wav,D:\datasets\flickr_soundnet\Data\5\2511957680.jpg
D:\datasets\flickr_soundnet\Data\5\2531705579.wav,D:\datasets\flickr_soundnet\Data\5\2531705579.jpg
D:\datasets\flickr_soundnet\Data\5\2533572126.wav,D:\datasets\flickr_soundnet\Data\5\2533572126.jpg
D:\datasets\flickr_soundnet\Data\5\25355087364.wav,D:\datasets\flickr_soundnet\Data\5\25355087364.jpg
D:\datasets\flickr_soundnet\Data\5\2543054990.wav,D:\datasets\flickr_soundnet\Data\5\2543054990.jpg
D:\datasets\flickr_soundnet\Data\5\2543390424.wav,D:\datasets\flickr_soundnet\Data\5\2543390424.jpg
D:\datasets\flickr_soundnet\Data\5\2547674561.wav,D:\datasets\flickr_soundnet\Data\5\2547674561.jpg
D:\datasets\flickr_soundnet\Data\5\2550305227.wav,D:\datasets\flickr_soundnet\Data\5\2550305227.jpg
D:\datasets\flickr_soundnet\Data\5\25548545163.wav,D:\datasets\flickr_soundnet\Data\5\25548545163.jpg
D:\datasets\flickr_soundnet\Data\5\2566336850.wav,D:\datasets\flickr_soundnet\Data\5\2566336850.jpg
D:\datasets\flickr_soundnet\Data\5\2568478940.wav,D:\datasets\flickr_soundnet\Data\5\2568478940.jpg
D:\datasets\flickr_soundnet\Data\5\2570943489.wav,D:\datasets\flickr_soundnet\Data\5\2570943489.jpg
D:\datasets\flickr_soundnet\Data\5\25715742540.wav,D:\datasets\flickr_soundnet\Data\5\25715742540.jpg
D:\datasets\flickr_soundnet\Data\5\2573819956.wav,D:\datasets\flickr_soundnet\Data\5\2573819956.jpg
D:\datasets\flickr_soundnet\Data\5\2574693508.wav,D:\datasets\flickr_soundnet\Data\5\2574693508.jpg
D:\datasets\flickr_soundnet\Data\5\2585728343.wav,D:\datasets\flickr_soundnet\Data\5\2585728343.jpg
D:\datasets\flickr_soundnet\Data\5\2596151252.wav,D:\datasets\flickr_soundnet\Data\5\2596151252.jpg
D:\datasets\flickr_soundnet\Data\5\2599063653.wav,D:\datasets\flickr_soundnet\Data\5\2599063653.jpg
D:\datasets\flickr_soundnet\Data\5\26053429920.wav,D:\datasets\flickr_soundnet\Data\5\26053429920.jpg
D:\datasets\flickr_soundnet\Data\5\2614222611.wav,D:\datasets\flickr_soundnet\Data\5\2614222611.jpg
D:\datasets\flickr_soundnet\Data\5\26196077682.wav,D:\datasets\flickr_soundnet\Data\5\26196077682.jpg
D:\datasets\flickr_soundnet\Data\5\2637800057.wav,D:\datasets\flickr_soundnet\Data\5\2637800057.jpg
D:\datasets\flickr_soundnet\Data\5\2660337918.wav,D:\datasets\flickr_soundnet\Data\5\2660337918.jpg
D:\datasets\flickr_soundnet\Data\5\2673646019.wav,D:\datasets\flickr_soundnet\Data\5\2673646019.jpg
D:\datasets\flickr_soundnet\Data\5\2695985181.wav,D:\datasets\flickr_soundnet\Data\5\2695985181.jpg
D:\datasets\flickr_soundnet\Data\5\2701444634.wav,D:\datasets\flickr_soundnet\Data\5\2701444634.jpg
D:\datasets\flickr_soundnet\Data\5\2730293637.wav,D:\datasets\flickr_soundnet\Data\5\2730293637.jpg
D:\datasets\flickr_soundnet\Data\5\2731150570.wav,D:\datasets\flickr_soundnet\Data\5\2731150570.jpg
D:\datasets\flickr_soundnet\Data\5\2737347976.wav,D:\datasets\flickr_soundnet\Data\5\2737347976.jpg
D:\datasets\flickr_soundnet\Data\5\2770027013.wav,D:\datasets\flickr_soundnet\Data\5\2770027013.jpg
D:\datasets\flickr_soundnet\Data\5\2818749791.wav,D:\datasets\flickr_soundnet\Data\5\2818749791.jpg
D:\datasets\flickr_soundnet\Data\5\2821956227.wav,D:\datasets\flickr_soundnet\Data\5\2821956227.jpg
D:\datasets\flickr_soundnet\Data\5\2845267303.wav,D:\datasets\flickr_soundnet\Data\5\2845267303.jpg
D:\datasets\flickr_soundnet\Data\5\2849477917.wav,D:\datasets\flickr_soundnet\Data\5\2849477917.jpg
D:\datasets\flickr_soundnet\Data\5\2864253675.wav,D:\datasets\flickr_soundnet\Data\5\2864253675.jpg
D:\datasets\flickr_soundnet\Data\5\2924435625.wav,D:\datasets\flickr_soundnet\Data\5\2924435625.jpg
D:\datasets\flickr_soundnet\Data\5\2932274579.wav,D:\datasets\flickr_soundnet\Data\5\2932274579.jpg
D:\datasets\flickr_soundnet\Data\5\2963164748.wav,D:\datasets\flickr_soundnet\Data\5\2963164748.jpg
D:\datasets\flickr_soundnet\Data\5\2976345080.wav,D:\datasets\flickr_soundnet\Data\5\2976345080.jpg
D:\datasets\flickr_soundnet\Data\5\2998997977.wav,D:\datasets\flickr_soundnet\Data\5\2998997977.jpg
D:\datasets\flickr_soundnet\Data\5\3018894694.wav,D:\datasets\flickr_soundnet\Data\5\3018894694.jpg
D:\datasets\flickr_soundnet\Data\5\3049062304.wav,D:\datasets\flickr_soundnet\Data\5\3049062304.jpg
D:\datasets\flickr_soundnet\Data\5\3053743116.wav,D:\datasets\flickr_soundnet\Data\5\3053743116.jpg
D:\datasets\flickr_soundnet\Data\5\3054305765.wav,D:\datasets\flickr_soundnet\Data\5\3054305765.jpg
D:\datasets\flickr_soundnet\Data\5\3073942757.wav,D:\datasets\flickr_soundnet\Data\5\3073942757.jpg
D:\datasets\flickr_soundnet\Data\5\3100881845.wav,D:\datasets\flickr_soundnet\Data\5\3100881845.jpg
D:\datasets\flickr_soundnet\Data\5\3150987209.wav,D:\datasets\flickr_soundnet\Data\5\3150987209.jpg
D:\datasets\flickr_soundnet\Data\5\3199238998.wav,D:\datasets\flickr_soundnet\Data\5\3199238998.jpg
D:\datasets\flickr_soundnet\Data\5\3209573517.wav,D:\datasets\flickr_soundnet\Data\5\3209573517.jpg
D:\datasets\flickr_soundnet\Data\5\3216519837.wav,D:\datasets\flickr_soundnet\Data\5\3216519837.jpg
D:\datasets\flickr_soundnet\Data\5\3247642261.wav,D:\datasets\flickr_soundnet\Data\5\3247642261.jpg
D:\datasets\flickr_soundnet\Data\5\3254920864.wav,D:\datasets\flickr_soundnet\Data\5\3254920864.jpg
D:\datasets\flickr_soundnet\Data\5\3264243019.wav,D:\datasets\flickr_soundnet\Data\5\3264243019.jpg
D:\datasets\flickr_soundnet\Data\5\3308519344.wav,D:\datasets\flickr_soundnet\Data\5\3308519344.jpg
D:\datasets\flickr_soundnet\Data\5\3333010277.wav,D:\datasets\flickr_soundnet\Data\5\3333010277.jpg
D:\datasets\flickr_soundnet\Data\5\3357034522.wav,D:\datasets\flickr_soundnet\Data\5\3357034522.jpg
D:\datasets\flickr_soundnet\Data\5\3368789179.wav,D:\datasets\flickr_soundnet\Data\5\3368789179.jpg
D:\datasets\flickr_soundnet\Data\5\3400445846.wav,D:\datasets\flickr_soundnet\Data\5\3400445846.jpg
D:\datasets\flickr_soundnet\Data\5\3408726700.wav,D:\datasets\flickr_soundnet\Data\5\3408726700.jpg
D:\datasets\flickr_soundnet\Data\5\3460922528.wav,D:\datasets\flickr_soundnet\Data\5\3460922528.jpg
D:\datasets\flickr_soundnet\Data\5\3467646704.wav,D:\datasets\flickr_soundnet\Data\5\3467646704.jpg
D:\datasets\flickr_soundnet\Data\5\3479363381.wav,D:\datasets\flickr_soundnet\Data\5\3479363381.jpg
D:\datasets\flickr_soundnet\Data\5\3496090889.wav,D:\datasets\flickr_soundnet\Data\5\3496090889.jpg
D:\datasets\flickr_soundnet\Data\5\3549352232.wav,D:\datasets\flickr_soundnet\Data\5\3549352232.jpg
D:\datasets\flickr_soundnet\Data\5\3606030756.wav,D:\datasets\flickr_soundnet\Data\5\3606030756.jpg
D:\datasets\flickr_soundnet\Data\5\3608852610.wav,D:\datasets\flickr_soundnet\Data\5\3608852610.jpg
D:\datasets\flickr_soundnet\Data\5\3643748262.wav,D:\datasets\flickr_soundnet\Data\5\3643748262.jpg
D:\datasets\flickr_soundnet\Data\5\3675497281.wav,D:\datasets\flickr_soundnet\Data\5\3675497281.jpg
D:\datasets\flickr_soundnet\Data\5\3698294237.wav,D:\datasets\flickr_soundnet\Data\5\3698294237.jpg
D:\datasets\flickr_soundnet\Data\5\3780291476.wav,D:\datasets\flickr_soundnet\Data\5\3780291476.jpg
D:\datasets\flickr_soundnet\Data\5\3785143372.wav,D:\datasets\flickr_soundnet\Data\5\3785143372.jpg
D:\datasets\flickr_soundnet\Data\5\3808465728.wav,D:\datasets\flickr_soundnet\Data\5\3808465728.jpg
D:\datasets\flickr_soundnet\Data\5\3846547178.wav,D:\datasets\flickr_soundnet\Data\5\3846547178.jpg
D:\datasets\flickr_soundnet\Data\5\3896768873.wav,D:\datasets\flickr_soundnet\Data\5\3896768873.jpg
D:\datasets\flickr_soundnet\Data\5\3899349779.wav,D:\datasets\flickr_soundnet\Data\5\3899349779.jpg
D:\datasets\flickr_soundnet\Data\5\3970504678.wav,D:\datasets\flickr_soundnet\Data\5\3970504678.jpg
D:\datasets\flickr_soundnet\Data\5\3977879277.wav,D:\datasets\flickr_soundnet\Data\5\3977879277.jpg
D:\datasets\flickr_soundnet\Data\5\4002448921.wav,D:\datasets\flickr_soundnet\Data\5\4002448921.jpg
D:\datasets\flickr_soundnet\Data\5\4071286138.wav,D:\datasets\flickr_soundnet\Data\5\4071286138.jpg
D:\datasets\flickr_soundnet\Data\5\4192538833.wav,D:\datasets\flickr_soundnet\Data\5\4192538833.jpg
D:\datasets\flickr_soundnet\Data\5\4264621981.wav,D:\datasets\flickr_soundnet\Data\5\4264621981.jpg
D:\datasets\flickr_soundnet\Data\5\4363810738.wav,D:\datasets\flickr_soundnet\Data\5\4363810738.jpg
D:\datasets\flickr_soundnet\Data\5\4365924101.wav,D:\datasets\flickr_soundnet\Data\5\4365924101.jpg
D:\datasets\flickr_soundnet\Data\5\4392714855.wav,D:\datasets\flickr_soundnet\Data\5\4392714855.jpg
D:\datasets\flickr_soundnet\Data\5\4398839512.wav,D:\datasets\flickr_soundnet\Data\5\4398839512.jpg
D:\datasets\flickr_soundnet\Data\5\4471208223.wav,D:\datasets\flickr_soundnet\Data\5\4471208223.jpg
D:\datasets\flickr_soundnet\Data\5\4526247033.wav,D:\datasets\flickr_soundnet\Data\5\4526247033.jpg
D:\datasets\flickr_soundnet\Data\5\4535318543.wav,D:\datasets\flickr_soundnet\Data\5\4535318543.jpg
D:\datasets\flickr_soundnet\Data\5\4557644123.wav,D:\datasets\flickr_soundnet\Data\5\4557644123.jpg
D:\datasets\flickr_soundnet\Data\5\4630591874.wav,D:\datasets\flickr_soundnet\Data\5\4630591874.jpg
D:\datasets\flickr_soundnet\Data\5\4702160918.wav,D:\datasets\flickr_soundnet\Data\5\4702160918.jpg
D:\datasets\flickr_soundnet\Data\5\4737385101.wav,D:\datasets\flickr_soundnet\Data\5\4737385101.jpg
D:\datasets\flickr_soundnet\Data\5\4755507106.wav,D:\datasets\flickr_soundnet\Data\5\4755507106.jpg
D:\datasets\flickr_soundnet\Data\5\4805487291.wav,D:\datasets\flickr_soundnet\Data\5\4805487291.jpg
D:\datasets\flickr_soundnet\Data\5\4844120141.wav,D:\datasets\flickr_soundnet\Data\5\4844120141.jpg
D:\datasets\flickr_soundnet\Data\5\4880169151.wav,D:\datasets\flickr_soundnet\Data\5\4880169151.jpg
D:\datasets\flickr_soundnet\Data\5\4894427017.wav,D:\datasets\flickr_soundnet\Data\5\4894427017.jpg
D:\datasets\flickr_soundnet\Data\5\4906080389.wav,D:\datasets\flickr_soundnet\Data\5\4906080389.jpg
D:\datasets\flickr_soundnet\Data\5\4916232042.wav,D:\datasets\flickr_soundnet\Data\5\4916232042.jpg
D:\datasets\flickr_soundnet\Data\5\4945618834.wav,D:\datasets\flickr_soundnet\Data\5\4945618834.jpg
D:\datasets\flickr_soundnet\Data\5\4950152521.wav,D:\datasets\flickr_soundnet\Data\5\4950152521.jpg
D:\datasets\flickr_soundnet\Data\5\4962163759.wav,D:\datasets\flickr_soundnet\Data\5\4962163759.jpg
D:\datasets\flickr_soundnet\Data\5\4969522696.wav,D:\datasets\flickr_soundnet\Data\5\4969522696.jpg
D:\datasets\flickr_soundnet\Data\5\5018755088.wav,D:\datasets\flickr_soundnet\Data\5\5018755088.jpg
D:\datasets\flickr_soundnet\Data\5\5109013379.wav,D:\datasets\flickr_soundnet\Data\5\5109013379.jpg
D:\datasets\flickr_soundnet\Data\5\5130636766.wav,D:\datasets\flickr_soundnet\Data\5\5130636766.jpg
D:\datasets\flickr_soundnet\Data\5\5141729455.wav,D:\datasets\flickr_soundnet\Data\5\5141729455.jpg
D:\datasets\flickr_soundnet\Data\5\5151745457.wav,D:\datasets\flickr_soundnet\Data\5\5151745457.jpg
D:\datasets\flickr_soundnet\Data\5\5164439573.wav,D:\datasets\flickr_soundnet\Data\5\5164439573.jpg
D:\datasets\flickr_soundnet\Data\5\5166049478.wav,D:\datasets\flickr_soundnet\Data\5\5166049478.jpg
D:\datasets\flickr_soundnet\Data\5\5170450937.wav,D:\datasets\flickr_soundnet\Data\5\5170450937.jpg
D:\datasets\flickr_soundnet\Data\5\5211221405.wav,D:\datasets\flickr_soundnet\Data\5\5211221405.jpg
D:\datasets\flickr_soundnet\Data\5\5302885029.wav,D:\datasets\flickr_soundnet\Data\5\5302885029.jpg
D:\datasets\flickr_soundnet\Data\5\5317287625.wav,D:\datasets\flickr_soundnet\Data\5\5317287625.jpg
D:\datasets\flickr_soundnet\Data\5\5321234097.wav,D:\datasets\flickr_soundnet\Data\5\5321234097.jpg
D:\datasets\flickr_soundnet\Data\5\5461014388.wav,D:\datasets\flickr_soundnet\Data\5\5461014388.jpg
D:\datasets\flickr_soundnet\Data\5\5501872854.wav,D:\datasets\flickr_soundnet\Data\5\5501872854.jpg
D:\datasets\flickr_soundnet\Data\5\5507747626.wav,D:\datasets\flickr_soundnet\Data\5\5507747626.jpg
D:\datasets\flickr_soundnet\Data\5\5551070044.wav,D:\datasets\flickr_soundnet\Data\5\5551070044.jpg
D:\datasets\flickr_soundnet\Data\5\5562643185.wav,D:\datasets\flickr_soundnet\Data\5\5562643185.jpg
D:\datasets\flickr_soundnet\Data\5\5597163145.wav,D:\datasets\flickr_soundnet\Data\5\5597163145.jpg
D:\datasets\flickr_soundnet\Data\5\5647899837.wav,D:\datasets\flickr_soundnet\Data\5\5647899837.jpg
D:\datasets\flickr_soundnet\Data\5\5666100962.wav,D:\datasets\flickr_soundnet\Data\5\5666100962.jpg
D:\datasets\flickr_soundnet\Data\5\5778231609.wav,D:\datasets\flickr_soundnet\Data\5\5778231609.jpg
D:\datasets\flickr_soundnet\Data\5\5793112215.wav,D:\datasets\flickr_soundnet\Data\5\5793112215.jpg
D:\datasets\flickr_soundnet\Data\5\5868890198.wav,D:\datasets\flickr_soundnet\Data\5\5868890198.jpg
D:\datasets\flickr_soundnet\Data\5\5894621417.wav,D:\datasets\flickr_soundnet\Data\5\5894621417.jpg
D:\datasets\flickr_soundnet\Data\5\5897792803.wav,D:\datasets\flickr_soundnet\Data\5\5897792803.jpg
D:\datasets\flickr_soundnet\Data\5\5911132210.wav,D:\datasets\flickr_soundnet\Data\5\5911132210.jpg
D:\datasets\flickr_soundnet\Data\5\5914810841.wav,D:\datasets\flickr_soundnet\Data\5\5914810841.jpg
D:\datasets\flickr_soundnet\Data\5\5968316352.wav,D:\datasets\flickr_soundnet\Data\5\5968316352.jpg
D:\datasets\flickr_soundnet\Data\5\6010226780.wav,D:\datasets\flickr_soundnet\Data\5\6010226780.jpg
D:\datasets\flickr_soundnet\Data\5\6017825376.wav,D:\datasets\flickr_soundnet\Data\5\6017825376.jpg
D:\datasets\flickr_soundnet\Data\5\6198820813.wav,D:\datasets\flickr_soundnet\Data\5\6198820813.jpg
D:\datasets\flickr_soundnet\Data\5\6244977592.wav,D:\datasets\flickr_soundnet\Data\5\6244977592.jpg
D:\datasets\flickr_soundnet\Data\5\6313180185.wav,D:\datasets\flickr_soundnet\Data\5\6313180185.jpg
D:\datasets\flickr_soundnet\Data\5\6333679272.wav,D:\datasets\flickr_soundnet\Data\5\6333679272.jpg
D:\datasets\flickr_soundnet\Data\5\6348380033.wav,D:\datasets\flickr_soundnet\Data\5\6348380033.jpg
D:\datasets\flickr_soundnet\Data\5\6357562861.wav,D:\datasets\flickr_soundnet\Data\5\6357562861.jpg
D:\datasets\flickr_soundnet\Data\5\6829767214.wav,D:\datasets\flickr_soundnet\Data\5\6829767214.jpg
D:\datasets\flickr_soundnet\Data\5\6835308346.wav,D:\datasets\flickr_soundnet\Data\5\6835308346.jpg
D:\datasets\flickr_soundnet\Data\5\6844504121.wav,D:\datasets\flickr_soundnet\Data\5\6844504121.jpg
D:\datasets\flickr_soundnet\Data\5\6897499873.wav,D:\datasets\flickr_soundnet\Data\5\6897499873.jpg
D:\datasets\flickr_soundnet\Data\5\6903609419.wav,D:\datasets\flickr_soundnet\Data\5\6903609419.jpg
D:\datasets\flickr_soundnet\Data\5\6944171058.wav,D:\datasets\flickr_soundnet\Data\5\6944171058.jpg
D:\datasets\flickr_soundnet\Data\5\7150082359.wav,D:\datasets\flickr_soundnet\Data\5\7150082359.jpg
D:\datasets\flickr_soundnet\Data\5\7274976172.wav,D:\datasets\flickr_soundnet\Data\5\7274976172.jpg
D:\datasets\flickr_soundnet\Data\5\7476832558.wav,D:\datasets\flickr_soundnet\Data\5\7476832558.jpg
D:\datasets\flickr_soundnet\Data\5\7499427298.wav,D:\datasets\flickr_soundnet\Data\5\7499427298.jpg
D:\datasets\flickr_soundnet\Data\5\7734725364.wav,D:\datasets\flickr_soundnet\Data\5\7734725364.jpg
D:\datasets\flickr_soundnet\Data\5\7857919764.wav,D:\datasets\flickr_soundnet\Data\5\7857919764.jpg
D:\datasets\flickr_soundnet\Data\5\7880388190.wav,D:\datasets\flickr_soundnet\Data\5\7880388190.jpg
D:\datasets\flickr_soundnet\Data\5\7901040456.wav,D:\datasets\flickr_soundnet\Data\5\7901040456.jpg
D:\datasets\flickr_soundnet\Data\5\8030352687.wav,D:\datasets\flickr_soundnet\Data\5\8030352687.jpg
D:\datasets\flickr_soundnet\Data\5\8051167857.wav,D:\datasets\flickr_soundnet\Data\5\8051167857.jpg
D:\datasets\flickr_soundnet\Data\5\8111956605.wav,D:\datasets\flickr_soundnet\Data\5\8111956605.jpg
D:\datasets\flickr_soundnet\Data\5\8488653494.wav,D:\datasets\flickr_soundnet\Data\5\8488653494.jpg
D:\datasets\flickr_soundnet\Data\5\8533804213.wav,D:\datasets\flickr_soundnet\Data\5\8533804213.jpg
D:\datasets\flickr_soundnet\Data\5\8602971513.wav,D:\datasets\flickr_soundnet\Data\5\8602971513.jpg
